Date,category,Member_number
13/09/2024,Frozen,M0106
13/09/2024,Personal Care,M0129
13/09/2024,Snacks,M0262
13/09/2024,Beverages,M0011
13/09/2024,Meat,M0162
13/09/2024,Produce,M0487
13/09/2024,Canned Goods,M0468
13/09/2024,Snacks,M0447
13/09/2024,Produce,M0181
13/09/2024,Snacks,M0213
13/09/2024,Produce,M0469
14/09/2024,Meat,M0336
14/09/2024,Frozen,M0146
14/09/2024,Snacks,M0310
14/09/2024,Dairy,M0127
14/09/2024,Beverages,M0175
14/09/2024,Bakery,M0134
14/09/2024,Personal Care,M0066
14/09/2024,Produce,M0393
14/09/2024,Produce,M0452
14/09/2024,Household,M0365
14/09/2024,Produce,M0279
14/09/2024,Household,M0246
14/09/2024,Dairy,M0363
14/09/2024,Produce,M0237
14/09/2024,Snacks,M0171
14/09/2024,Dairy,M0051
14/09/2024,Beverages,M0328
14/09/2024,Frozen,M0359
15/09/2024,Canned Goods,M0108
15/09/2024,Household,M0441
15/09/2024,Frozen,M0229
15/09/2024,Snacks,M0152
15/09/2024,Meat,M0108
15/09/2024,Frozen,M0289
15/09/2024,Produce,M0404
15/09/2024,Produce,M0444
15/09/2024,Household,M0176
15/09/2024,Produce,M0320
15/09/2024,Produce,M0286
15/09/2024,Produce,M0364
15/09/2024,Snacks,M0329
15/09/2024,Produce,M0365
15/09/2024,Bakery,M0241
15/09/2024,Personal Care,M0145
15/09/2024,Canned Goods,M0356
16/09/2024,Bakery,M0432
16/09/2024,Snacks,M0180
16/09/2024,Produce,M0264
16/09/2024,Snacks,M0183
16/09/2024,Produce,M0322
16/09/2024,Snacks,M0205
16/09/2024,Snacks,M0424
16/09/2024,Personal Care,M0249
16/09/2024,Personal Care,M0213
16/09/2024,Produce,M0159
16/09/2024,Dairy,M0500
16/09/2024,Produce,M0432
16/09/2024,Produce,M0100
16/09/2024,Produce,M0317
16/09/2024,Frozen,M0112
16/09/2024,Frozen,M0308
16/09/2024,Produce,M0166
17/09/2024,Bakery,M0488
17/09/2024,Household,M0264
17/09/2024,Produce,M0074
17/09/2024,Dairy,M0416
17/09/2024,Snacks,M0145
17/09/2024,Personal Care,M0102
17/09/2024,Meat,M0335
17/09/2024,Dairy,M0335
17/09/2024,Household,M0121
17/09/2024,Canned Goods,M0176
17/09/2024,Meat,M0063
17/09/2024,Bakery,M0296
18/09/2024,Frozen,M0216
18/09/2024,Frozen,M0279
18/09/2024,Frozen,M0285
18/09/2024,Snacks,M0098
18/09/2024,Beverages,M0405
18/09/2024,Frozen,M0030
18/09/2024,Household,M0090
18/09/2024,Meat,M0148
18/09/2024,Snacks,M0144
18/09/2024,Beverages,M0067
18/09/2024,Meat,M0433
18/09/2024,Bakery,M0357
18/09/2024,Canned Goods,M0058
18/09/2024,Meat,M0488
18/09/2024,Canned Goods,M0428
18/09/2024,Snacks,M0281
18/09/2024,Beverages,M0279
18/09/2024,Personal Care,M0236
18/09/2024,Beverages,M0443
19/09/2024,Canned Goods,M0024
19/09/2024,Meat,M0491
19/09/2024,Snacks,M0266
19/09/2024,Produce,M0229
19/09/2024,Produce,M0269
19/09/2024,Produce,M0125
19/09/2024,Dairy,M0172
19/09/2024,Produce,M0234
19/09/2024,Bakery,M0295
19/09/2024,Bakery,M0403
19/09/2024,Beverages,M0435
19/09/2024,Snacks,M0275
19/09/2024,Canned Goods,M0076
19/09/2024,Produce,M0308
19/09/2024,Produce,M0214
19/09/2024,Snacks,M0431
19/09/2024,Bakery,M0485
19/09/2024,Bakery,M0376
19/09/2024,Produce,M0158
19/09/2024,Household,M0302
19/09/2024,Canned Goods,M0204
19/09/2024,Produce,M0477
20/09/2024,Household,M0368
20/09/2024,Household,M0325
20/09/2024,Personal Care,M0356
20/09/2024,Household,M0090
20/09/2024,Personal Care,M0042
20/09/2024,Bakery,M0365
20/09/2024,Meat,M0159
20/09/2024,Meat,M0202
20/09/2024,Bakery,M0366
20/09/2024,Produce,M0282
20/09/2024,Personal Care,M0470
20/09/2024,Bakery,M0332
20/09/2024,Household,M0288
20/09/2024,Produce,M0091
20/09/2024,Produce,M0481
20/09/2024,Snacks,M0125
20/09/2024,Bakery,M0126
20/09/2024,Canned Goods,M0052
20/09/2024,Beverages,M0404
20/09/2024,Produce,M0103
20/09/2024,Produce,M0361
20/09/2024,Snacks,M0424
21/09/2024,Produce,M0033
21/09/2024,Produce,M0068
21/09/2024,Canned Goods,M0187
21/09/2024,Produce,M0192
21/09/2024,Produce,M0213
21/09/2024,Meat,M0088
21/09/2024,Meat,M0428
21/09/2024,Bakery,M0351
21/09/2024,Produce,M0108
21/09/2024,Canned Goods,M0240
21/09/2024,Snacks,M0216
21/09/2024,Produce,M0177
21/09/2024,Produce,M0053
21/09/2024,Produce,M0330
22/09/2024,Household,M0471
22/09/2024,Snacks,M0454
22/09/2024,Meat,M0259
22/09/2024,Snacks,M0453
22/09/2024,Snacks,M0457
22/09/2024,Produce,M0007
22/09/2024,Canned Goods,M0188
22/09/2024,Meat,M0004
22/09/2024,Canned Goods,M0231
22/09/2024,Produce,M0133
22/09/2024,Produce,M0395
22/09/2024,Beverages,M0125
22/09/2024,Snacks,M0015
22/09/2024,Snacks,M0448
23/09/2024,Produce,M0001
23/09/2024,Frozen,M0235
23/09/2024,Personal Care,M0393
23/09/2024,Beverages,M0256
23/09/2024,Produce,M0407
23/09/2024,Beverages,M0107
23/09/2024,Household,M0173
23/09/2024,Canned Goods,M0130
23/09/2024,Dairy,M0398
23/09/2024,Produce,M0294
23/09/2024,Produce,M0040
23/09/2024,Produce,M0447
23/09/2024,Household,M0338
23/09/2024,Beverages,M0016
23/09/2024,Meat,M0127
23/09/2024,Produce,M0373
23/09/2024,Frozen,M0349
23/09/2024,Meat,M0492
23/09/2024,Bakery,M0203
23/09/2024,Household,M0134
24/09/2024,Bakery,M0496
24/09/2024,Snacks,M0259
24/09/2024,Bakery,M0249
24/09/2024,Dairy,M0074
24/09/2024,Beverages,M0373
24/09/2024,Household,M0319
24/09/2024,Beverages,M0367
24/09/2024,Bakery,M0296
24/09/2024,Meat,M0274
24/09/2024,Beverages,M0323
24/09/2024,Produce,M0359
24/09/2024,Canned Goods,M0190
24/09/2024,Bakery,M0138
24/09/2024,Meat,M0436
24/09/2024,Snacks,M0457
24/09/2024,Dairy,M0302
24/09/2024,Produce,M0311
24/09/2024,Snacks,M0430
25/09/2024,Produce,M0490
25/09/2024,Beverages,M0209
25/09/2024,Frozen,M0391
25/09/2024,Meat,M0273
25/09/2024,Beverages,M0119
25/09/2024,Canned Goods,M0382
25/09/2024,Frozen,M0434
25/09/2024,Snacks,M0024
25/09/2024,Bakery,M0258
25/09/2024,Personal Care,M0483
25/09/2024,Household,M0092
25/09/2024,Bakery,M0467
25/09/2024,Snacks,M0161
25/09/2024,Snacks,M0149
25/09/2024,Produce,M0117
25/09/2024,Frozen,M0458
25/09/2024,Snacks,M0053
25/09/2024,Household,M0302
25/09/2024,Produce,M0045
25/09/2024,Beverages,M0265
25/09/2024,Produce,M0486
25/09/2024,Dairy,M0262
26/09/2024,Dairy,M0178
26/09/2024,Household,M0301
26/09/2024,Bakery,M0330
26/09/2024,Bakery,M0120
26/09/2024,Household,M0072
26/09/2024,Produce,M0219
26/09/2024,Bakery,M0394
26/09/2024,Produce,M0398
26/09/2024,Produce,M0302
26/09/2024,Produce,M0123
26/09/2024,Snacks,M0244
26/09/2024,Canned Goods,M0374
26/09/2024,Bakery,M0075
26/09/2024,Meat,M0006
26/09/2024,Snacks,M0021
26/09/2024,Frozen,M0190
26/09/2024,Frozen,M0225
26/09/2024,Dairy,M0403
26/09/2024,Frozen,M0103
26/09/2024,Canned Goods,M0344
26/09/2024,Household,M0466
27/09/2024,Personal Care,M0207
27/09/2024,Canned Goods,M0194
27/09/2024,Snacks,M0455
27/09/2024,Beverages,M0047
27/09/2024,Bakery,M0466
27/09/2024,Bakery,M0342
27/09/2024,Produce,M0242
27/09/2024,Produce,M0010
27/09/2024,Bakery,M0370
27/09/2024,Dairy,M0289
27/09/2024,Beverages,M0391
27/09/2024,Produce,M0131
27/09/2024,Meat,M0270
27/09/2024,Beverages,M0428
27/09/2024,Frozen,M0302
27/09/2024,Canned Goods,M0061
27/09/2024,Produce,M0164
27/09/2024,Snacks,M0013
27/09/2024,Canned Goods,M0272
27/09/2024,Produce,M0208
27/09/2024,Produce,M0246
27/09/2024,Produce,M0133
27/09/2024,Bakery,M0244
27/09/2024,Snacks,M0473
27/09/2024,Snacks,M0294
27/09/2024,Produce,M0486
27/09/2024,Canned Goods,M0434
27/09/2024,Beverages,M0038
27/09/2024,Bakery,M0359
28/09/2024,Personal Care,M0136
28/09/2024,Canned Goods,M0168
28/09/2024,Canned Goods,M0481
28/09/2024,Produce,M0237
28/09/2024,Beverages,M0093
28/09/2024,Snacks,M0005
28/09/2024,Produce,M0156
28/09/2024,Bakery,M0245
28/09/2024,Household,M0360
28/09/2024,Beverages,M0081
28/09/2024,Snacks,M0247
28/09/2024,Produce,M0343
28/09/2024,Dairy,M0493
28/09/2024,Canned Goods,M0137
28/09/2024,Beverages,M0386
28/09/2024,Snacks,M0063
28/09/2024,Snacks,M0480
28/09/2024,Beverages,M0307
28/09/2024,Bakery,M0116
28/09/2024,Frozen,M0113
28/09/2024,Beverages,M0031
28/09/2024,Bakery,M0007
28/09/2024,Snacks,M0414
28/09/2024,Meat,M0442
28/09/2024,Produce,M0003
28/09/2024,Bakery,M0307
28/09/2024,Canned Goods,M0243
29/09/2024,Produce,M0322
29/09/2024,Produce,M0456
29/09/2024,Canned Goods,M0292
29/09/2024,Beverages,M0074
29/09/2024,Bakery,M0263
29/09/2024,Produce,M0484
29/09/2024,Snacks,M0016
29/09/2024,Produce,M0014
29/09/2024,Bakery,M0336
29/09/2024,Snacks,M0281
29/09/2024,Snacks,M0361
29/09/2024,Snacks,M0004
29/09/2024,Bakery,M0413
29/09/2024,Meat,M0127
29/09/2024,Bakery,M0312
29/09/2024,Bakery,M0006
29/09/2024,Produce,M0129
29/09/2024,Bakery,M0423
29/09/2024,Produce,M0385
29/09/2024,Produce,M0371
29/09/2024,Beverages,M0232
29/09/2024,Beverages,M0447
29/09/2024,Beverages,M0313
30/09/2024,Snacks,M0393
30/09/2024,Produce,M0405
30/09/2024,Canned Goods,M0095
30/09/2024,Bakery,M0244
30/09/2024,Beverages,M0447
30/09/2024,Frozen,M0107
30/09/2024,Bakery,M0390
30/09/2024,Personal Care,M0248
30/09/2024,Canned Goods,M0014
30/09/2024,Bakery,M0161
30/09/2024,Snacks,M0071
30/09/2024,Dairy,M0152
30/09/2024,Snacks,M0457
30/09/2024,Produce,M0075
30/09/2024,Produce,M0376
30/09/2024,Meat,M0215
30/09/2024,Canned Goods,M0368
30/09/2024,Beverages,M0051
30/09/2024,Produce,M0386
01/10/2024,Dairy,M0304
01/10/2024,Dairy,M0414
01/10/2024,Bakery,M0015
01/10/2024,Produce,M0431
01/10/2024,Produce,M0379
01/10/2024,Snacks,M0486
01/10/2024,Snacks,M0383
01/10/2024,Personal Care,M0428
01/10/2024,Snacks,M0354
01/10/2024,Bakery,M0411
01/10/2024,Household,M0084
01/10/2024,Snacks,M0192
01/10/2024,Beverages,M0041
01/10/2024,Produce,M0352
01/10/2024,Snacks,M0324
01/10/2024,Frozen,M0261
02/10/2024,Canned Goods,M0052
02/10/2024,Bakery,M0175
02/10/2024,Bakery,M0338
02/10/2024,Canned Goods,M0182
02/10/2024,Produce,M0428
02/10/2024,Snacks,M0353
02/10/2024,Produce,M0391
02/10/2024,Produce,M0115
02/10/2024,Personal Care,M0348
02/10/2024,Snacks,M0001
02/10/2024,Frozen,M0063
02/10/2024,Produce,M0248
02/10/2024,Beverages,M0231
02/10/2024,Produce,M0226
02/10/2024,Meat,M0423
02/10/2024,Dairy,M0019
02/10/2024,Produce,M0031
02/10/2024,Household,M0333
02/10/2024,Produce,M0121
02/10/2024,Beverages,M0024
03/10/2024,Canned Goods,M0105
03/10/2024,Snacks,M0392
03/10/2024,Meat,M0218
03/10/2024,Produce,M0222
03/10/2024,Dairy,M0331
03/10/2024,Produce,M0105
03/10/2024,Produce,M0404
03/10/2024,Canned Goods,M0404
03/10/2024,Meat,M0127
03/10/2024,Bakery,M0265
03/10/2024,Bakery,M0200
03/10/2024,Beverages,M0252
03/10/2024,Produce,M0015
03/10/2024,Meat,M0226
03/10/2024,Dairy,M0472
04/10/2024,Dairy,M0192
04/10/2024,Frozen,M0189
04/10/2024,Meat,M0012
04/10/2024,Frozen,M0239
04/10/2024,Beverages,M0360
04/10/2024,Produce,M0081
04/10/2024,Frozen,M0453
04/10/2024,Household,M0383
04/10/2024,Household,M0270
04/10/2024,Canned Goods,M0290
04/10/2024,Canned Goods,M0048
04/10/2024,Produce,M0317
04/10/2024,Dairy,M0209
04/10/2024,Produce,M0035
04/10/2024,Bakery,M0119
04/10/2024,Beverages,M0065
04/10/2024,Snacks,M0315
04/10/2024,Produce,M0242
04/10/2024,Meat,M0498
04/10/2024,Household,M0036
04/10/2024,Canned Goods,M0463
04/10/2024,Beverages,M0252
04/10/2024,Frozen,M0403
04/10/2024,Produce,M0243
04/10/2024,Dairy,M0042
04/10/2024,Produce,M0069
05/10/2024,Produce,M0217
05/10/2024,Beverages,M0431
05/10/2024,Bakery,M0484
05/10/2024,Snacks,M0240
05/10/2024,Snacks,M0431
05/10/2024,Produce,M0399
05/10/2024,Produce,M0428
05/10/2024,Meat,M0232
05/10/2024,Dairy,M0232
05/10/2024,Canned Goods,M0242
05/10/2024,Beverages,M0190
05/10/2024,Canned Goods,M0390
05/10/2024,Frozen,M0229
05/10/2024,Canned Goods,M0066
05/10/2024,Bakery,M0460
05/10/2024,Beverages,M0378
05/10/2024,Snacks,M0388
05/10/2024,Beverages,M0279
05/10/2024,Snacks,M0269
05/10/2024,Meat,M0209
05/10/2024,Canned Goods,M0415
05/10/2024,Produce,M0016
05/10/2024,Produce,M0297
05/10/2024,Snacks,M0474
06/10/2024,Produce,M0282
06/10/2024,Snacks,M0374
06/10/2024,Snacks,M0001
06/10/2024,Meat,M0211
06/10/2024,Snacks,M0263
06/10/2024,Beverages,M0420
06/10/2024,Meat,M0332
06/10/2024,Beverages,M0212
06/10/2024,Bakery,M0087
06/10/2024,Produce,M0153
06/10/2024,Dairy,M0350
06/10/2024,Household,M0187
06/10/2024,Personal Care,M0061
06/10/2024,Frozen,M0285
06/10/2024,Meat,M0095
06/10/2024,Canned Goods,M0274
06/10/2024,Dairy,M0041
06/10/2024,Snacks,M0147
07/10/2024,Snacks,M0276
07/10/2024,Produce,M0306
07/10/2024,Snacks,M0409
07/10/2024,Meat,M0340
07/10/2024,Snacks,M0153
07/10/2024,Snacks,M0053
07/10/2024,Produce,M0398
07/10/2024,Snacks,M0444
07/10/2024,Produce,M0111
07/10/2024,Beverages,M0492
07/10/2024,Snacks,M0427
07/10/2024,Meat,M0491
07/10/2024,Beverages,M0446
07/10/2024,Bakery,M0487
07/10/2024,Snacks,M0204
07/10/2024,Canned Goods,M0112
07/10/2024,Produce,M0325
07/10/2024,Canned Goods,M0447
08/10/2024,Bakery,M0334
08/10/2024,Produce,M0339
08/10/2024,Snacks,M0251
08/10/2024,Snacks,M0133
08/10/2024,Bakery,M0100
08/10/2024,Bakery,M0479
08/10/2024,Snacks,M0493
08/10/2024,Personal Care,M0402
08/10/2024,Dairy,M0172
08/10/2024,Produce,M0287
08/10/2024,Household,M0119
08/10/2024,Canned Goods,M0350
08/10/2024,Household,M0405
08/10/2024,Bakery,M0175
09/10/2024,Frozen,M0282
09/10/2024,Bakery,M0293
09/10/2024,Beverages,M0269
09/10/2024,Snacks,M0349
09/10/2024,Snacks,M0197
09/10/2024,Produce,M0025
09/10/2024,Beverages,M0141
09/10/2024,Meat,M0472
09/10/2024,Produce,M0223
09/10/2024,Household,M0020
09/10/2024,Canned Goods,M0247
09/10/2024,Beverages,M0328
09/10/2024,Canned Goods,M0444
09/10/2024,Bakery,M0201
10/10/2024,Personal Care,M0008
10/10/2024,Bakery,M0072
10/10/2024,Canned Goods,M0403
10/10/2024,Beverages,M0288
10/10/2024,Dairy,M0095
10/10/2024,Bakery,M0157
10/10/2024,Dairy,M0041
10/10/2024,Snacks,M0331
10/10/2024,Snacks,M0301
10/10/2024,Canned Goods,M0269
10/10/2024,Dairy,M0155
10/10/2024,Canned Goods,M0275
10/10/2024,Household,M0154
10/10/2024,Bakery,M0053
10/10/2024,Household,M0179
10/10/2024,Produce,M0421
10/10/2024,Canned Goods,M0240
10/10/2024,Beverages,M0137
11/10/2024,Household,M0004
11/10/2024,Produce,M0356
11/10/2024,Canned Goods,M0260
11/10/2024,Canned Goods,M0042
11/10/2024,Beverages,M0009
11/10/2024,Canned Goods,M0488
11/10/2024,Bakery,M0307
11/10/2024,Snacks,M0145
11/10/2024,Snacks,M0401
11/10/2024,Produce,M0097
11/10/2024,Canned Goods,M0276
11/10/2024,Snacks,M0142
11/10/2024,Bakery,M0278
11/10/2024,Snacks,M0436
11/10/2024,Dairy,M0027
11/10/2024,Meat,M0043
11/10/2024,Canned Goods,M0131
11/10/2024,Snacks,M0216
11/10/2024,Beverages,M0094
12/10/2024,Household,M0397
12/10/2024,Canned Goods,M0084
12/10/2024,Produce,M0228
12/10/2024,Produce,M0299
12/10/2024,Produce,M0236
12/10/2024,Canned Goods,M0293
12/10/2024,Dairy,M0222
12/10/2024,Meat,M0458
12/10/2024,Frozen,M0223
12/10/2024,Produce,M0281
12/10/2024,Bakery,M0221
12/10/2024,Bakery,M0216
12/10/2024,Bakery,M0231
12/10/2024,Household,M0405
12/10/2024,Beverages,M0169
12/10/2024,Dairy,M0329
12/10/2024,Snacks,M0426
12/10/2024,Produce,M0042
13/10/2024,Personal Care,M0224
13/10/2024,Bakery,M0491
13/10/2024,Snacks,M0413
13/10/2024,Produce,M0150
13/10/2024,Produce,M0468
13/10/2024,Canned Goods,M0454
13/10/2024,Household,M0189
13/10/2024,Snacks,M0043
13/10/2024,Produce,M0433
13/10/2024,Bakery,M0029
13/10/2024,Snacks,M0362
13/10/2024,Bakery,M0120
13/10/2024,Bakery,M0337
13/10/2024,Dairy,M0031
13/10/2024,Produce,M0181
13/10/2024,Beverages,M0162
13/10/2024,Meat,M0128
13/10/2024,Bakery,M0255
13/10/2024,Beverages,M0294
13/10/2024,Canned Goods,M0441
14/10/2024,Dairy,M0493
14/10/2024,Bakery,M0134
14/10/2024,Dairy,M0239
14/10/2024,Dairy,M0465
14/10/2024,Bakery,M0068
14/10/2024,Dairy,M0278
14/10/2024,Dairy,M0032
14/10/2024,Snacks,M0123
15/10/2024,Snacks,M0136
15/10/2024,Beverages,M0417
15/10/2024,Dairy,M0074
15/10/2024,Snacks,M0254
15/10/2024,Meat,M0018
15/10/2024,Dairy,M0419
15/10/2024,Beverages,M0043
15/10/2024,Produce,M0050
15/10/2024,Meat,M0003
15/10/2024,Frozen,M0232
15/10/2024,Produce,M0219
15/10/2024,Snacks,M0059
15/10/2024,Bakery,M0284
16/10/2024,Produce,M0195
16/10/2024,Canned Goods,M0090
16/10/2024,Beverages,M0178
16/10/2024,Produce,M0145
16/10/2024,Produce,M0444
16/10/2024,Produce,M0202
16/10/2024,Dairy,M0322
16/10/2024,Dairy,M0344
16/10/2024,Produce,M0203
16/10/2024,Beverages,M0024
16/10/2024,Produce,M0355
16/10/2024,Household,M0471
16/10/2024,Household,M0416
16/10/2024,Canned Goods,M0471
16/10/2024,Frozen,M0482
17/10/2024,Frozen,M0142
17/10/2024,Produce,M0122
17/10/2024,Produce,M0285
17/10/2024,Produce,M0392
17/10/2024,Beverages,M0226
17/10/2024,Dairy,M0360
17/10/2024,Snacks,M0257
17/10/2024,Beverages,M0285
17/10/2024,Snacks,M0420
17/10/2024,Produce,M0435
17/10/2024,Bakery,M0165
17/10/2024,Produce,M0221
17/10/2024,Produce,M0069
17/10/2024,Meat,M0309
17/10/2024,Meat,M0224
17/10/2024,Meat,M0124
17/10/2024,Dairy,M0436
17/10/2024,Meat,M0344
17/10/2024,Canned Goods,M0339
18/10/2024,Dairy,M0083
18/10/2024,Beverages,M0306
18/10/2024,Produce,M0124
18/10/2024,Snacks,M0290
18/10/2024,Snacks,M0262
18/10/2024,Snacks,M0365
18/10/2024,Produce,M0049
18/10/2024,Frozen,M0006
18/10/2024,Dairy,M0117
18/10/2024,Snacks,M0118
18/10/2024,Canned Goods,M0453
18/10/2024,Household,M0263
18/10/2024,Produce,M0353
18/10/2024,Bakery,M0461
18/10/2024,Beverages,M0435
18/10/2024,Meat,M0374
18/10/2024,Produce,M0129
18/10/2024,Personal Care,M0397
19/10/2024,Snacks,M0374
19/10/2024,Beverages,M0224
19/10/2024,Produce,M0023
19/10/2024,Canned Goods,M0496
19/10/2024,Produce,M0145
19/10/2024,Meat,M0110
19/10/2024,Meat,M0212
19/10/2024,Bakery,M0300
19/10/2024,Bakery,M0041
19/10/2024,Snacks,M0399
19/10/2024,Beverages,M0172
19/10/2024,Bakery,M0494
19/10/2024,Beverages,M0186
19/10/2024,Bakery,M0214
19/10/2024,Produce,M0306
19/10/2024,Produce,M0052
19/10/2024,Produce,M0070
19/10/2024,Meat,M0196
19/10/2024,Frozen,M0447
19/10/2024,Snacks,M0442
19/10/2024,Snacks,M0151
20/10/2024,Canned Goods,M0146
20/10/2024,Snacks,M0406
20/10/2024,Beverages,M0061
20/10/2024,Produce,M0120
20/10/2024,Canned Goods,M0061
20/10/2024,Frozen,M0309
20/10/2024,Snacks,M0026
20/10/2024,Beverages,M0115
20/10/2024,Bakery,M0475
20/10/2024,Household,M0040
20/10/2024,Personal Care,M0344
20/10/2024,Dairy,M0116
20/10/2024,Beverages,M0136
20/10/2024,Frozen,M0277
20/10/2024,Produce,M0477
20/10/2024,Snacks,M0299
20/10/2024,Beverages,M0021
20/10/2024,Snacks,M0387
20/10/2024,Meat,M0031
20/10/2024,Canned Goods,M0247
20/10/2024,Produce,M0411
20/10/2024,Bakery,M0494
20/10/2024,Bakery,M0027
20/10/2024,Beverages,M0073
20/10/2024,Bakery,M0441
20/10/2024,Produce,M0097
20/10/2024,Canned Goods,M0161
21/10/2024,Canned Goods,M0220
21/10/2024,Beverages,M0123
21/10/2024,Produce,M0498
21/10/2024,Dairy,M0244
21/10/2024,Meat,M0178
21/10/2024,Beverages,M0065
21/10/2024,Snacks,M0380
21/10/2024,Produce,M0003
21/10/2024,Produce,M0207
21/10/2024,Bakery,M0436
21/10/2024,Bakery,M0394
21/10/2024,Frozen,M0021
21/10/2024,Dairy,M0293
21/10/2024,Canned Goods,M0015
21/10/2024,Snacks,M0343
21/10/2024,Produce,M0206
21/10/2024,Personal Care,M0463
22/10/2024,Meat,M0133
22/10/2024,Beverages,M0334
22/10/2024,Canned Goods,M0053
22/10/2024,Bakery,M0450
22/10/2024,Beverages,M0062
22/10/2024,Bakery,M0023
22/10/2024,Snacks,M0044
22/10/2024,Dairy,M0308
22/10/2024,Bakery,M0046
22/10/2024,Meat,M0147
22/10/2024,Snacks,M0216
22/10/2024,Beverages,M0340
22/10/2024,Frozen,M0047
22/10/2024,Canned Goods,M0347
22/10/2024,Canned Goods,M0308
23/10/2024,Meat,M0364
23/10/2024,Beverages,M0241
23/10/2024,Bakery,M0251
23/10/2024,Canned Goods,M0135
23/10/2024,Dairy,M0090
23/10/2024,Beverages,M0079
23/10/2024,Produce,M0440
23/10/2024,Produce,M0177
23/10/2024,Bakery,M0298
23/10/2024,Bakery,M0407
23/10/2024,Canned Goods,M0308
23/10/2024,Produce,M0102
23/10/2024,Dairy,M0361
23/10/2024,Bakery,M0335
23/10/2024,Bakery,M0112
23/10/2024,Beverages,M0181
23/10/2024,Produce,M0104
23/10/2024,Household,M0016
23/10/2024,Produce,M0096
23/10/2024,Snacks,M0293
23/10/2024,Meat,M0146
23/10/2024,Beverages,M0404
24/10/2024,Snacks,M0065
24/10/2024,Dairy,M0277
24/10/2024,Canned Goods,M0249
24/10/2024,Bakery,M0260
24/10/2024,Snacks,M0131
24/10/2024,Frozen,M0113
24/10/2024,Meat,M0286
24/10/2024,Bakery,M0287
24/10/2024,Personal Care,M0418
24/10/2024,Canned Goods,M0211
25/10/2024,Frozen,M0442
25/10/2024,Bakery,M0278
25/10/2024,Household,M0112
25/10/2024,Frozen,M0451
25/10/2024,Produce,M0331
25/10/2024,Snacks,M0473
25/10/2024,Produce,M0234
25/10/2024,Household,M0176
25/10/2024,Snacks,M0392
25/10/2024,Produce,M0457
25/10/2024,Produce,M0143
25/10/2024,Snacks,M0032
25/10/2024,Frozen,M0181
25/10/2024,Canned Goods,M0067
25/10/2024,Household,M0004
25/10/2024,Snacks,M0286
25/10/2024,Produce,M0269
25/10/2024,Personal Care,M0236
25/10/2024,Produce,M0277
25/10/2024,Frozen,M0041
25/10/2024,Snacks,M0121
25/10/2024,Produce,M0494
26/10/2024,Snacks,M0447
26/10/2024,Personal Care,M0129
26/10/2024,Beverages,M0271
26/10/2024,Household,M0089
26/10/2024,Frozen,M0466
26/10/2024,Canned Goods,M0422
26/10/2024,Beverages,M0170
26/10/2024,Produce,M0128
26/10/2024,Produce,M0174
26/10/2024,Produce,M0437
26/10/2024,Produce,M0026
26/10/2024,Bakery,M0061
26/10/2024,Bakery,M0488
26/10/2024,Snacks,M0379
26/10/2024,Snacks,M0067
26/10/2024,Produce,M0438
26/10/2024,Produce,M0406
26/10/2024,Canned Goods,M0026
26/10/2024,Beverages,M0083
26/10/2024,Snacks,M0492
26/10/2024,Canned Goods,M0364
26/10/2024,Meat,M0367
26/10/2024,Snacks,M0060
26/10/2024,Canned Goods,M0039
26/10/2024,Frozen,M0123
26/10/2024,Meat,M0292
26/10/2024,Snacks,M0277
27/10/2024,Bakery,M0034
27/10/2024,Produce,M0002
27/10/2024,Personal Care,M0362
27/10/2024,Snacks,M0195
27/10/2024,Beverages,M0094
27/10/2024,Beverages,M0328
27/10/2024,Beverages,M0308
27/10/2024,Household,M0135
27/10/2024,Canned Goods,M0204
27/10/2024,Snacks,M0250
27/10/2024,Household,M0147
27/10/2024,Produce,M0346
27/10/2024,Beverages,M0348
27/10/2024,Frozen,M0254
27/10/2024,Canned Goods,M0399
28/10/2024,Bakery,M0084
28/10/2024,Produce,M0438
28/10/2024,Dairy,M0437
28/10/2024,Beverages,M0207
28/10/2024,Bakery,M0049
28/10/2024,Bakery,M0032
28/10/2024,Personal Care,M0317
28/10/2024,Household,M0170
28/10/2024,Meat,M0129
28/10/2024,Produce,M0447
28/10/2024,Dairy,M0102
28/10/2024,Produce,M0035
28/10/2024,Personal Care,M0307
28/10/2024,Produce,M0199
28/10/2024,Bakery,M0301
28/10/2024,Snacks,M0077
29/10/2024,Bakery,M0138
29/10/2024,Produce,M0168
29/10/2024,Snacks,M0407
29/10/2024,Dairy,M0099
29/10/2024,Beverages,M0311
29/10/2024,Produce,M0319
30/10/2024,Household,M0068
30/10/2024,Snacks,M0454
30/10/2024,Snacks,M0471
30/10/2024,Produce,M0493
30/10/2024,Household,M0403
30/10/2024,Snacks,M0384
30/10/2024,Frozen,M0107
30/10/2024,Meat,M0109
30/10/2024,Snacks,M0328
30/10/2024,Beverages,M0103
30/10/2024,Produce,M0141
30/10/2024,Bakery,M0065
30/10/2024,Dairy,M0134
31/10/2024,Produce,M0184
31/10/2024,Dairy,M0360
31/10/2024,Frozen,M0007
31/10/2024,Beverages,M0051
31/10/2024,Dairy,M0314
31/10/2024,Dairy,M0241
31/10/2024,Bakery,M0245
31/10/2024,Produce,M0448
31/10/2024,Produce,M0365
31/10/2024,Bakery,M0367
31/10/2024,Bakery,M0410
31/10/2024,Produce,M0186
31/10/2024,Produce,M0287
31/10/2024,Produce,M0450
31/10/2024,Household,M0092
